0,130,1.75,1.79E+11
0,70,1.75,40582866558
0,80,1.75,53561693627
0,110,1.75,1.15E+11
0,100,1.75,90245995602
0,90,1.75,69972375166
0,120,1.75,1.44E+11
0,150,1.75,2.65E+11
0,140,1.75,2.19E+11
0.01,110,1.75,1.13E+11
0.01,90,1.75,68692828574
0.01,80,1.75,52420833017
0.01,100,1.75,88824937558
0.01,70,1.75,39577213263
0.01,140,1.75,2.17E+11
0.02,90,1.75,67419472754
0.01,120,1.75,1.42E+11
0.02,80,1.75,51286728828
0.01,130,1.75,1.77E+11
0.02,70,1.75,38578378252
0.01,150,1.75,2.62E+11
0.02,150,1.75,2.60E+11
0.03,70,1.75,37586512886
0.02,120,1.75,1.41E+11
0.02,110,1.75,1.12E+11
0.02,100,1.75,87409491748
0.02,140,1.75,2.15E+11
0.02,130,1.75,1.75E+11
0.03,80,1.75,50159501568
0.03,90,1.75,66152141425
0.03,100,1.75,85999585501
0.03,130,1.75,1.73E+11
0.03,140,1.75,2.13E+11
0.03,110,1.75,1.10E+11
0.03,120,1.75,1.39E+11
0.04,100,1.75,84595170980
0.03,150,1.75,2.58E+11
0.04,120,1.75,1.37E+11
0.04,110,1.75,1.09E+11
0.04,80,1.75,49038923574
0.04,90,1.75,64890734407
0.04,70,1.75,36601768784
0.04,130,1.75,1.71E+11
0.04,150,1.75,2.56E+11
0.05,70,1.75,35624297608
0.05,80,1.75,47924620028
0.05,90,1.75,63635193748
0.04,140,1.75,2.11E+11
0.05,100,1.75,83196218893
0.06,80,1.75,46816517330
0.05,130,1.75,1.69E+11
0.06,70,1.75,34654250828
0.05,110,1.75,1.07E+11
0.05,150,1.75,2.54E+11
0.05,140,1.75,2.09E+11
0.05,120,1.75,1.36E+11
0.06,120,1.75,1.34E+11
0.06,150,1.75,2.52E+11
0.06,100,1.75,81802714131
0.06,140,1.75,2.07E+11
0.06,130,1.75,1.67E+11
0.06,90,1.75,62385490172
0.06,110,1.75,1.06E+11
0.07,130,1.75,1.66E+11
0.07,110,1.75,1.04E+11
0.07,70,1.75,33691545111
0.07,100,1.75,80414652717
0.07,120,1.75,1.32E+11
0.07,90,1.75,61141614825
0.07,80,1.75,45714589712
0.08,80,1.75,44618841185
0.08,70,1.75,32735059475
0.08,90,1.75,59903573938
0.07,140,1.75,2.05E+11
0.08,110,1.75,1.02E+11
0.07,150,1.75,2.50E+11
0.08,100,1.75,79032039569
0.08,150,1.75,2.48E+11
0.09,90,1.75,58671385228
0.09,80,1.75,43529295843
0.08,120,1.75,1.31E+11
0.08,130,1.75,1.64E+11
0.08,140,1.75,2.03E+11
0.09,70,1.75,31784774333
0.1,70,1.75,30840821201
0.09,140,1.75,2.01E+11
0.09,130,1.75,1.62E+11
0.09,110,1.75,1.01E+11
0.09,120,1.75,1.29E+11
0.09,100,1.75,77654886815
0.09,150,1.75,2.45E+11
0.1,110,1.75,99400232590
0.1,130,1.75,1.60E+11
0.1,120,1.75,1.27E+11
0.1,80,1.75,42445992008
0.1,100,1.75,76283212507
0.1,90,1.75,57445075343
0.1,140,1.75,1.99E+11
0.11,120,1.75,1.26E+11
0.11,90,1.75,56224678031
0.11,110,1.75,97886950562
0.11,100,1.75,74917039642
0.11,80,1.75,41368978526
0.11,70,1.75,29903311347
0.1,150,1.75,2.43E+11
0.12,90,1.75,55010232785
0.12,80,1.75,40298312219
0.12,100,1.75,73556395363
0.11,150,1.75,2.41E+11
0.11,130,1.75,1.58E+11
0.12,70,1.75,28972349659
0.11,140,1.75,1.97E+11
0.13,80,1.75,39234056209
0.12,130,1.75,1.57E+11
0.13,70,1.75,28048039801
0.12,140,1.75,1.95E+11
0.12,110,1.75,96378796182
0.12,120,1.75,1.24E+11
0.12,150,1.75,2.39E+11
0.13,90,1.75,53801783809
0.13,130,1.75,1.55E+11
0.13,100,1.75,72201310340
0.13,110,1.75,94875790218
0.13,140,1.75,1.93E+11
0.13,120,1.75,1.22E+11
0.13,150,1.75,2.37E+11
0.14,120,1.75,1.21E+11
0.14,130,1.75,1.53E+11
0.14,70,1.75,27130486317
0.14,80,1.75,38176278479
0.14,100,1.75,70851818257
0.14,90,1.75,52599379151
0.14,110,1.75,93377955776
0.15,80,1.75,37125050931
0.14,140,1.75,1.91E+11
0.14,150,1.75,2.35E+11
0.15,70,1.75,26219795074
0.15,100,1.75,69507955386
0.15,110,1.75,91885318134
0.15,90,1.75,51403070141
0.15,140,1.75,1.89E+11
0.16,70,1.75,25316073257
0.16,90,1.75,50212910715
0.15,130,1.75,1.51E+11
0.16,80,1.75,36080448576
0.15,150,1.75,2.33E+11
0.15,120,1.75,1.19E+11
0.16,100,1.75,68169760226
0.16,140,1.75,1.87E+11
0.16,120,1.75,1.17E+11
0.16,150,1.75,2.31E+11
0.16,130,1.75,1.49E+11
0.16,110,1.75,90397904325
0.17,70,1.75,24419429201
0.17,130,1.75,1.48E+11
0.17,140,1.75,1.85E+11
0.17,110,1.75,88915743122
0.17,80,1.75,35042548901
0.17,120,1.75,1.16E+11
0.17,100,1.75,66837273204
0.17,90,1.75,49028957161
0.18,110,1.75,87438864643
0.18,100,1.75,65510536421
0.18,120,1.75,1.14E+11
0.18,80,1.75,34011431347
0.18,90,1.75,47851267554
0.18,70,1.75,23529972068
0.17,150,1.75,2.29E+11
0.18,150,1.75,2.27E+11
0.18,130,1.75,1.46E+11
0.19,100,1.75,64189593429
0.19,80,1.75,32987176870
0.19,90,1.75,46679901599
0.19,70,1.75,22647811521
0.18,140,1.75,1.83E+11
0.2,80,1.75,31969867561
0.19,130,1.75,1.44E+11
0.19,150,1.75,2.25E+11
0.19,120,1.75,1.12E+11
0.2,70,1.75,21773057377
0.19,110,1.75,85967300378
0.19,140,1.75,1.81E+11
0.2,90,1.75,45514920312
0.2,150,1.75,2.22E+11
0.2,100,1.75,62874489042
0.2,130,1.75,1.42E+11
0.2,140,1.75,1.79E+11
0.2,120,1.75,1.11E+11
0.2,110,1.75,84501082917
0.21,110,1.75,83040245863
0.21,120,1.75,1.09E+11
0.21,130,1.75,1.41E+11
0.21,90,1.75,44356385728
0.21,100,1.75,61565269181
0.21,80,1.75,30959586302
0.21,70,1.75,20905819232
0.21,140,1.75,1.77E+11
0.21,150,1.75,2.20E+11
0.22,110,1.75,82300555933
0.22,120,1.75,1.08E+11
0.22,150,1.75,2.18E+11
0.22,140,1.75,1.76E+11
0.22,130,1.75,1.39E+11
0.23,140,1.75,1.74E+11
0.23,130,1.75,1.37E+11
0.23,150,1.75,2.16E+11
0.23,120,1.75,1.07E+11
0.24,130,1.75,1.37E+11
0.24,140,1.75,1.72E+11
0.24,150,1.75,2.14E+11
0.25,150,1.75,2.12E+11
0.25,140,1.75,1.70E+11
0.26,150,1.75,2.10E+11
0.27,150,1.75,2.10E+11
