0,130,0.5,1.35E+11
0,70,0.5,24221596590
0,80,0.5,34486616444
0,110,0.5,83681001254
0,100,0.5,63862438749
0,90,0.5,47582264532
0,120,0.5,1.07E+11
0,150,0.5,2.05E+11
0,140,0.5,1.68E+11
0.01,110,0.5,83340824480
0.01,90,0.5,47304689597
0.01,80,0.5,34240302169
0.01,100,0.5,63553567814
0.01,70,0.5,24006453848
0.01,140,0.5,1.67E+11
0.02,90,0.5,47027280183
0.01,120,0.5,1.07E+11
0.02,80,0.5,33994177025
0.01,130,0.5,1.35E+11
0.02,70,0.5,23791528920
0.01,150,0.5,2.05E+11
0.02,150,0.5,2.04E+11
0.03,70,0.5,23576824033
0.02,120,0.5,1.07E+11
0.02,110,0.5,83000778391
0.02,100,0.5,63244843212
0.02,140,0.5,1.67E+11
0.02,130,0.5,1.35E+11
0.03,80,0.5,33748242598
0.03,90,0.5,46750037467
0.03,100,0.5,62936265843
0.03,130,0.5,1.34E+11
0.03,140,0.5,1.67E+11
0.03,110,0.5,82660863689
0.03,120,0.5,1.06E+11
0.04,100,0.5,62627836592
0.03,150,0.5,2.04E+11
0.04,120,0.5,1.06E+11
0.04,110,0.5,82321081069
0.04,80,0.5,33502500459
0.04,90,0.5,46472962617
0.04,70,0.5,23362341378
0.04,130,0.5,1.34E+11
0.04,150,0.5,2.04E+11
0.05,70,0.5,23148083128
0.05,80,0.5,33256952164
0.05,90,0.5,46196056786
0.04,140,0.5,1.66E+11
0.05,100,0.5,62319556350
0.06,80,0.5,33011599250
0.05,130,0.5,1.33E+11
0.06,70,0.5,22934051429
0.05,110,0.5,81981431222
0.05,150,0.5,2.03E+11
0.05,140,0.5,1.66E+11
0.05,120,0.5,1.06E+11
0.06,120,0.5,1.05E+11
0.06,150,0.5,2.03E+11
0.06,100,0.5,62011425987
0.06,140,0.5,1.65E+11
0.06,130,0.5,1.33E+11
0.06,90,0.5,45919321118
0.06,110,0.5,81641914838
0.07,130,0.5,1.33E+11
0.07,110,0.5,81302532597
0.07,70,0.5,22720248402
0.07,100,0.5,61703446370
0.07,120,0.5,1.05E+11
0.07,90,0.5,45642756748
0.07,80,0.5,32766443242
0.08,80,0.5,32521485643
0.08,70,0.5,22506676149
0.08,90,0.5,45366364802
0.07,140,0.5,1.65E+11
0.08,110,0.5,80963285169
0.07,150,0.5,2.02E+11
0.08,100,0.5,61395618368
0.08,150,0.5,2.02E+11
0.09,90,0.5,45090146398
0.09,80,0.5,32276727964
0.08,120,0.5,1.04E+11
0.08,130,0.5,1.32E+11
0.08,140,0.5,1.64E+11
0.09,70,0.5,22293336743
0.1,70,0.5,22080232238
0.09,140,0.5,1.64E+11
0.09,130,0.5,1.32E+11
0.09,110,0.5,80624173223
0.09,120,0.5,1.04E+11
0.09,100,0.5,61087942836
0.09,150,0.5,2.01E+11
0.1,110,0.5,80285197446
0.1,130,0.5,1.31E+11
0.1,120,0.5,1.04E+11
0.1,80,0.5,32032171671
0.1,100,0.5,60780420619
0.1,90,0.5,44814102638
0.1,140,0.5,1.64E+11
0.11,120,0.5,1.03E+11
0.11,90,0.5,44538234615
0.11,110,0.5,79946358476
0.11,100,0.5,60473052558
0.11,80,0.5,31787818243
0.11,70,0.5,21867364684
0.1,150,0.5,2.01E+11
0.12,90,0.5,44262543422
0.12,80,0.5,31543669124
0.12,100,0.5,60165839491
0.11,150,0.5,2.00E+11
0.11,130,0.5,1.31E+11
0.12,70,0.5,21654736086
0.11,140,0.5,1.63E+11
0.13,80,0.5,31299725781
0.12,130,0.5,1.31E+11
